TelematicsId,Vehicle_Id,VehicleVIN,VehicleMake,VehicleModel,TelematicsDeviceId,Timestamp,Latitude,Longitude,LocationCity,Speed,RPM,FuelLevel,FuelConsumption,BatteryLevel,EngineTemp,OilPressure,Odometer,TripDistance,TirePressure_FL,TirePressure_FR,TirePressure_RL,TirePressure_RR,IsEngineOn,IsMoving,Acceleration,HarshBraking,RapidAcceleration,Idling,DiagnosticCode,AlertType,AlertSeverity,ConnectionStatus,SignalStrength,data_source
TEL_000037,VEH_002_1,YLJ584967K4051A03,Kia,Seltos,TELE_612138,2025-10-26 23:48:14,26.832036,75.776810,Jaipur,39,1704,0,0.00,88,93,62,18902,21.75,32,35,34,32,true,true,-1.58,false,false,false,,None,None,Intermittent,45,synthetic
TEL_000038,VEH_002_1,YLJ584967K4051A03,Kia,Seltos,TELE_612138,2025-10-25 15:50:14,26.850024,75.815428,Jaipur,38,1847,0,0.00,76,86,45,18904,6.25,31,35,30,35,true,true,0.45,false,false,false,,None,None,Intermittent,46,synthetic
TEL_000039,VEH_002_1,YLJ584967K4051A03,Kia,Seltos,TELE_612138,2025-10-29 07:28:14,26.844017,75.852814,Jaipur,105,3226,0,0.00,32,92,45,18954,18.80,34,31,30,34,true,true,-1.91,false,false,false,,None,None,Connected,89,synthetic
TEL_000040,VEH_002_1,YLJ584967K4051A03,Kia,Seltos,TELE_612138,2025-10-26 15:19:14,26.904664,75.867459,Jaipur,64,4383,0,0.00,80,86,35,18912,5.34,29,28,33,34,true,true,0.07,false,false,false,,None,None,Connected,60,synthetic
TEL_000041,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-28 16:54:14,26.908154,75.708713,Jaipur,88,4312,91,14.06,0,97,60,76799,47.06,33,36,29,34,true,true,-1.92,false,false,false,,None,None,Intermittent,65,synthetic
TEL_000042,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-27 18:25:14,26.962678,75.766695,Jaipur,0,0,94,0.00,0,27,0,76803,10.23,30,34,28,35,false,false,0.00,false,false,false,P0442,None,None,Weak Signal,42,synthetic
TEL_000043,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-30 23:46:14,26.952226,75.866977,Jaipur,0,653,76,0.00,0,81,47,76808,13.63,33,35,29,35,true,false,0.00,false,false,false,,None,None,Weak Signal,47,synthetic
TEL_000044,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-25 19:04:14,26.863264,75.741008,Jaipur,43,2361,89,12.28,0,86,59,76813,28.30,33,35,35,32,true,true,0.80,true,false,false,,None,None,Weak Signal,63,synthetic
TEL_000045,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-31 02:23:14,26.933042,75.754962,Jaipur,0,891,68,0.00,0,104,31,76809,23.01,28,28,36,32,true,false,0.00,false,false,true,,None,None,Intermittent,60,synthetic
TEL_000046,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-31 15:10:14,26.939628,75.788965,Jaipur,35,2438,40,12.33,0,95,34,76821,27.44,28,30,28,35,true,true,-0.22,false,false,false,,Low Tire Pressure,Critical,Weak Signal,64,synthetic
TEL_000047,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-31 08:50:14,26.824479,75.864412,Jaipur,0,0,95,0.00,0,27,0,76811,22.47,31,34,31,32,false,false,0.00,false,false,false,,None,None,Intermittent,67,synthetic
TEL_000048,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-30 20:56:14,26.891512,75.736143,Jaipur,117,4170,62,7.80,0,94,27,76812,40.48,33,32,29,33,true,true,-1.69,true,false,false,,None,None,Intermittent,60,synthetic
TEL_000049,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-31 18:19:14,26.845998,75.827978,Jaipur,35,3848,33,14.55,0,98,40,76830,1.45,36,34,35,34,true,true,1.42,false,false,false,,None,None,Intermittent,61,synthetic
TEL_000050,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-31 17:02:14,26.959767,75.880573,Jaipur,57,3541,31,8.29,0,93,59,76825,10.44,32,33,34,30,true,true,-1.17,true,false,false,,None,None,Weak Signal,63,synthetic
TEL_000051,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-26 04:54:14,26.907173,75.781265,Jaipur,57,2702,65,8.03,0,93,46,76847,32.57,34,28,28,35,true,true,1.40,true,false,false,,None,None,Intermittent,68,synthetic
TEL_000052,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-27 10:27:14,26.928057,75.790756,Jaipur,50,4280,79,5.65,0,82,36,76842,33.68,31,33,28,28,true,true,1.56,false,true,false,P0300,None,None,Weak Signal,33,synthetic
TEL_000053,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-29 05:01:14,26.817844,75.776893,Jaipur,48,3660,34,5.35,0,85,26,76858,36.69,35,33,31,34,true,true,-1.50,false,false,false,,None,None,Intermittent,43,synthetic
TEL_000054,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-26 08:04:14,26.872007,75.862707,Jaipur,41,2814,42,8.14,0,93,32,76857,36.63,31,35,28,35,true,true,0.90,false,false,false,,Low Fuel,Warning,Connected,81,synthetic
TEL_000055,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-26 03:32:14,26.813644,75.862605,Jaipur,80,1851,50,13.16,0,97,29,76850,21.69,28,35,32,32,true,true,1.52,true,false,false,P0442,None,None,Weak Signal,61,synthetic
TEL_000056,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-25 05:43:14,26.968740,75.701181,Jaipur,0,0,82,0.00,0,39,0,76865,26.74,28,32,33,30,false,false,0.00,false,false,false,,None,None,Weak Signal,33,synthetic
TEL_000057,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-30 11:00:14,26.967483,75.711720,Jaipur,85,3614,21,11.86,0,92,34,76827,33.11,28,35,28,36,true,true,-0.77,false,false,false,,None,None,Intermittent,39,synthetic
TEL_000058,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-28 22:39:14,26.961152,75.836812,Jaipur,0,642,83,0.00,0,86,35,76859,14.48,30,36,28,30,true,false,0.00,false,false,false,,None,None,Weak Signal,48,synthetic
TEL_000059,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-27 06:33:14,26.872575,75.844816,Jaipur,31,3642,20,11.40,0,84,65,76865,47.45,29,35,28,36,true,true,0.00,false,false,false,,None,None,Weak Signal,48,synthetic
TEL_000060,VEH_005_1,ZWK31836VLNAPSD81,Kia,Carens,TELE_344240,2025-10-26 01:30:14,26.964708,75.739197,Jaipur,88,1516,76,12.75,0,84,56,76842,45.93,31,32,28,35,true,true,1.63,true,false,false,P0171,None,None,Intermittent,32,synthetic
TEL_000061,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-31 01:46:14,13.164860,80.364152,Chennai,0,891,83,0.00,0,85,40,44643,34.71,33,36,30,35,true,false,0.00,false,false,false,P0442,None,None,Connected,78,synthetic
TEL_000062,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-29 15:24:14,12.995224,80.276586,Chennai,95,3357,67,8.05,0,97,58,44647,28.81,35,35,30,30,true,true,-0.07,true,false,false,,None,None,Intermittent,42,synthetic
TEL_000063,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-29 13:41:14,13.047905,80.215555,Chennai,0,644,66,0.00,0,81,47,44652,13.54,34,29,35,33,true,false,0.00,false,false,false,P0128,None,None,Connected,98,synthetic
TEL_000064,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-27 02:03:14,13.144447,80.308753,Chennai,0,0,58,0.00,0,29,0,44652,44.80,30,31,35,29,false,false,0.00,false,false,false,,None,None,Weak Signal,62,synthetic
TEL_000065,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-26 20:20:14,13.047805,80.287416,Chennai,83,4364,30,9.34,0,83,30,44647,32.95,34,29,35,31,true,true,1.06,true,false,false,,None,None,Weak Signal,36,synthetic
TEL_000066,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-25 04:33:14,13.074988,80.280668,Chennai,120,3090,37,7.14,0,101,58,44651,20.28,36,29,32,29,true,true,0.29,false,false,false,,None,None,Weak Signal,31,synthetic
TEL_000067,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-29 14:06:14,12.996769,80.275115,Chennai,52,4381,94,12.10,0,81,40,44654,29.24,35,33,35,28,true,true,-0.65,true,false,false,,None,None,Intermittent,54,synthetic
TEL_000068,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-26 17:20:14,13.021027,80.176354,Chennai,57,2293,81,10.21,0,90,44,44652,47.68,29,29,30,31,true,true,0.70,true,false,false,,None,None,Weak Signal,64,synthetic
TEL_000069,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-25 19:31:14,12.998763,80.179386,Chennai,113,2597,60,10.86,0,83,59,44667,26.92,36,28,30,36,true,true,1.37,false,false,false,,Low Fuel,None,Weak Signal,41,synthetic
TEL_000070,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-26 13:06:14,13.017517,80.173171,Chennai,67,2605,20,5.14,0,85,35,44673,14.07,32,30,33,30,true,true,1.77,true,false,false,,None,None,Intermittent,55,synthetic
TEL_000071,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-28 10:30:14,13.159298,80.186111,Chennai,0,840,88,0.00,0,85,38,44678,36.64,29,34,32,35,true,false,0.00,false,false,false,,Battery Low,None,Weak Signal,62,synthetic
TEL_000072,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-25 16:13:14,13.053116,80.337677,Chennai,118,1729,30,13.12,0,82,58,44687,39.86,35,36,29,29,true,true,0.29,false,false,false,,None,None,Intermittent,70,synthetic
TEL_000073,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-11-01 16:50:14,13.129711,80.273572,Chennai,72,1648,97,7.96,0,94,57,44677,26.33,32,30,31,29,true,true,-0.06,true,false,false,,Engine Check,Warning,Intermittent,58,synthetic
TEL_000074,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-25 17:20:14,13.066766,80.329633,Chennai,78,2671,91,9.61,0,105,41,44672,45.52,28,36,28,32,true,true,0.18,false,false,false,,None,None,Connected,72,synthetic
TEL_000075,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-26 14:01:14,13.013644,80.326791,Chennai,56,3612,50,11.17,0,86,44,44699,47.15,31,29,33,30,true,true,1.05,false,false,false,,None,None,Intermittent,67,synthetic
TEL_000076,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-30 00:41:14,13.051727,80.269325,Chennai,0,0,18,0.00,0,40,0,44710,44.08,31,34,36,28,false,false,0.00,false,false,false,,None,None,Weak Signal,68,synthetic
TEL_000077,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-27 18:46:14,13.032755,80.252234,Chennai,73,3765,26,12.58,0,95,55,44662,0.76,31,31,35,29,true,true,1.96,true,true,false,,None,None,Connected,68,synthetic
TEL_000078,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-30 23:09:14,13.013141,80.321242,Chennai,38,2469,91,10.84,0,85,36,44685,9.49,36,33,31,30,true,true,0.53,false,false,false,,None,None,Connected,73,synthetic
TEL_000079,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-11-01 06:46:14,13.171977,80.228497,Chennai,109,3024,15,9.00,0,100,59,44694,23.71,36,35,34,34,true,true,1.01,true,false,false,,None,None,Intermittent,69,synthetic
TEL_000080,VEH_007_1,KMH825037M2C7ESTB,Tata,Punch,TELE_691366,2025-10-29 09:40:14,13.140130,80.259504,Chennai,77,1734,17,7.91,0,86,34,44693,29.38,32,32,30,35,true,true,0.07,true,false,false,,None,None,Connected,61,synthetic
TEL_000081,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-27 19:06:14,13.080662,80.369036,Chennai,49,2819,64,6.45,0,94,61,81782,17.30,34,34,30,36,true,true,0.22,false,false,false,,None,None,Connected,63,synthetic
TEL_000082,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-30 16:51:14,12.998931,80.346893,Chennai,0,663,68,0.00,0,95,26,81783,44.94,36,34,31,30,true,false,0.00,false,false,true,,None,None,Intermittent,46,synthetic
TEL_000083,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-27 18:19:14,13.105280,80.263342,Chennai,50,2485,60,7.08,0,102,33,81787,1.96,28,30,29,34,true,true,-0.55,false,false,false,,None,None,Weak Signal,60,synthetic
TEL_000084,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-30 03:13:14,13.143396,80.280215,Chennai,71,3212,89,9.23,0,97,62,81785,10.47,28,30,29,33,true,true,0.48,true,false,false,P0128,None,None,Intermittent,43,synthetic
TEL_000085,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-26 12:48:14,13.154281,80.303829,Chennai,43,3016,65,5.89,0,80,57,81786,34.14,32,28,31,34,true,true,0.53,true,false,false,,Battery Low,Critical,Weak Signal,38,synthetic
TEL_000086,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-26 04:03:14,13.118110,80.211206,Chennai,0,830,76,0.00,0,94,53,81803,22.12,35,29,32,30,true,false,0.00,false,false,false,,Low Fuel,Warning,Intermittent,35,synthetic
TEL_000087,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-11-01 02:52:14,13.006076,80.313410,Chennai,64,3402,19,9.73,0,89,50,81793,42.12,33,28,34,30,true,true,1.92,true,false,false,P0128,None,None,Connected,82,synthetic
TEL_000088,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-28 02:56:14,12.993234,80.334106,Chennai,0,0,59,0.00,0,26,0,81801,17.73,30,33,36,30,false,false,0.00,false,false,false,,None,None,Intermittent,51,synthetic
TEL_000089,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-11-01 10:20:14,13.049104,80.179540,Chennai,31,3615,69,7.49,0,101,45,81791,29.19,35,30,33,30,true,true,-0.49,false,false,false,P0171,None,None,Intermittent,36,synthetic
TEL_000090,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-28 12:49:14,13.172337,80.176754,Chennai,43,2933,92,6.39,0,103,47,81813,4.10,33,33,35,29,true,true,-0.00,true,false,false,,None,None,Intermittent,40,synthetic
TEL_000091,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-11-01 10:59:14,13.131601,80.254985,Chennai,0,689,95,0.00,0,101,49,81814,37.53,36,33,35,31,true,false,0.00,false,false,false,,None,None,Weak Signal,46,synthetic
TEL_000092,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-31 09:35:14,13.139085,80.368425,Chennai,0,602,54,0.00,0,98,32,81814,30.88,33,32,36,28,true,false,0.00,false,false,false,P0171,None,None,Connected,83,synthetic
TEL_000093,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-28 09:12:14,13.125118,80.339059,Chennai,44,3518,83,7.88,0,104,27,81839,12.83,29,33,30,33,true,true,0.84,true,false,false,,None,None,Intermittent,30,synthetic
TEL_000094,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-29 12:32:14,12.987931,80.185673,Chennai,21,2815,33,9.24,0,85,37,81841,4.39,28,36,31,34,true,true,-1.63,false,false,false,,Service Due,Warning,Weak Signal,66,synthetic
TEL_000095,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-28 09:02:14,13.170359,80.296650,Chennai,98,2187,88,14.34,0,98,56,81838,41.70,29,32,30,32,true,true,1.49,false,false,false,,Service Due,None,Connected,100,synthetic
TEL_000096,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-28 17:04:14,13.047020,80.173535,Chennai,62,4414,99,7.66,0,98,52,81807,40.75,29,31,30,32,true,true,1.97,false,false,false,,None,None,Connected,73,synthetic
TEL_000097,VEH_007_2,HLU308467J7JVGGYG,Honda,City,TELE_933035,2025-10-30 01:20:14,13.057043,80.190479,Chennai,75,2559,66,7.90,0,105,49,81830,5.24,31,36,34,28,true,true,0.06,true,false,false,,None,None,Intermittent,52,synthetic
